,blue_win,TOP_T1,JG_T1,MID_T1,ADC_T1,SUP_T1,TOP_T2,JG_T2,MID_T2,ADC_T2,SUP_T2
2786,0,Ornn,Kayn,Akali,Ashe,Janna,Shen,Nidalee,Yone,Samira,Pyke
2787,0,Sion,Graves,Akali,Kog'Maw,Lulu,Camille,Evelynn,Talon,Miss Fortune,Braum
2788,1,Shen,Graves,Yone,Tristana,Morgana,Fiora,Hecarim,Sylas,Lucian,Lulu
2789,0,Camille,Rek'Sai,Galio,Ezreal,Sona,Akali,Nunu & Willump,Vladimir,Jhin,Janna
2790,0,Singed,Sett,Katarina,Sivir,Karma,Cho'Gath,Kayn,Azir,Ezreal,Morgana
2791,1,Kayle,Kha'Zix,Yasuo,Jhin,Taliyah,Jax,Kayn,Lucian,Karthus,Nautilus
2792,0,Gangplank,Nidalee,Fizz,Yasuo,Rakan,Swain,Hecarim,Talon,Jhin,Lux
2793,0,Sion,Kha'Zix,Ziggs,Kindred,Janna,Akali,Nunu & Willump,Lucian,Taliyah,Sett
2794,0,Maokai,Kha'Zix,Katarina,Jhin,Blitzcrank,Shen,Amumu,Lissandra,Miss Fortune,Nautilus
2795,0,Akali,Hecarim,Kassadin,Kalista,Thresh,Kayle,Nunu & Willump,Orianna,Karthus,Leona
2796,0,Darius,Shaco,Vladimir,Kalista,Thresh,Jayce,Evelynn,Orianna,Tristana,Yuumi
2797,0,Shen,Nunu & Willump,Zed,Yone,Janna,Ryze,Karthus,Kayn,Ezreal,Bard
2798,0,Sion,Kha'Zix,Ziggs,Kindred,Janna,Akali,Nunu & Willump,Lucian,Taliyah,Sett
2799,0,Mordekaiser,Elise,Yasuo,Samira,Janna,Sion,Shaco,Karthus,Kindred,Lux
2800,0,Katarina,Kha'Zix,Cassiopeia,Ezreal,Nautilus,Quinn,Graves,Ekko,Samira,Pantheon
2801,0,Fiora,Zac,Lissandra,Senna,Taliyah,Camille,Kha'Zix,Viktor,Kai'Sa,Nautilus
2802,0,Ryze,Kha'Zix,Irelia,Jhin,Taliyah,Fiora,Rammus,Lucian,Caitlyn,Morgana
2803,0,Zed,Ekko,Shen,Kai'Sa,Thresh,Yasuo,Rek'Sai,Katarina,Vayne,Lux
2804,0,Camille,Rek'Sai,Galio,Ezreal,Sona,Akali,Nunu & Willump,Vladimir,Jhin,Janna
2805,0,Kennen,Lillia,Yone,Miss Fortune,Bard,Vladimir,Kha'Zix,Katarina,Senna,Nautilus
2806,0,Wukong,Fiddlesticks,Lucian,Caitlyn,Braum,Ryze,Ekko,Galio,Samira,Sett
2807,0,Yone,Fiddlesticks,Akali,Jhin,Janna,Camille,Rek'Sai,Ryze,Ezreal,Thresh
2808,1,Kayle,Vi,Xerath,Ashe,Nautilus,Yasuo,Nidalee,Katarina,Draven,Lux
2809,0,Gragas,Fiddlesticks,Zed,Ezreal,Leona,Nautilus,Kha'Zix,Riven,Tristana,Thresh
2810,1,Shen,Ivern,Kassadin,Xayah,Rakan,Sett,Evelynn,Zoe,Ashe,Lulu
2811,1,Rumble,Trundle,Yasuo,Jinx,Soraka,Shen,Amumu,Samira,Jhin,Leona
2812,0,Akali,Zac,Yasuo,Ashe,Bard,Camille,Elise,Talon,Twitch,Leona
2813,1,Kayle,Zac,Xerath,Caitlyn,Morgana,Irelia,Evelynn,Talon,Jhin,Lux
2814,0,Jayce,Volibear,Sylas,Tristana,Lulu,Darius,Nunu & Willump,Zed,Caitlyn,Pyke
2815,0,Garen,Kha'Zix,Viktor,Jhin,Yuumi,Renekton,Elise,Ekko,Ezreal,Soraka
2816,0,Wukong,Nunu & Willump,Yasuo,Ashe,Lulu,Shen,Elise,Zoe,Aphelios,Neeko
2817,0,Gangplank,Nidalee,Fizz,Yasuo,Rakan,Swain,Hecarim,Talon,Jhin,Lux
2818,0,Akali,Kayn,Morgana,Caitlyn,Lulu,Renekton,Kha'Zix,Orianna,Senna,Soraka
2819,0,Malphite,Nunu & Willump,Zed,Ashe,Janna,Gnar,Hecarim,Ryze,Senna,Soraka
2820,0,Camille,Karthus,Lucian,Jhin,Karma,Akali,Kha'Zix,Sett,Senna,Leona
2821,0,Jax,Graves,Akali,Jhin,Leona,Nasus,Evelynn,Twisted Fate,Vayne,Nami
2822,0,Camille,Evelynn,Talon,Kalista,Nautilus,Vladimir,Elise,Zed,Vayne,Bard
2823,0,Jax,Fiddlesticks,Karma,Twitch,Lulu,Azir,Lux,Yasuo,Draven,Leona
2824,1,Zed,Ekko,Shen,Kai'Sa,Thresh,Yasuo,Rek'Sai,Katarina,Vayne,Lux
2825,1,Tryndamere,Kayn,Singed,Jhin,Soraka,Rengar,Kha'Zix,Zed,Karthus,Pyke
2826,1,Gnar,Graves,Veigar,Caitlyn,Lulu,Camille,Singed,Pyke,Vayne,Nami
2827,0,Camille,Karthus,Hecarim,Ashe,Alistar,Malphite,Xin Zhao,Cassiopeia,Aphelios,Nautilus
2828,0,Shen,Kindred,Cassiopeia,Jhin,Blitzcrank,Rakan,Xin Zhao,Karma,Aphelios,Thresh
2829,1,Ryze,Ekko,Orianna,Vayne,Alistar,Ornn,Fiddlesticks,Yasuo,Ashe,Thresh
2830,0,Tryndamere,Rek'Sai,Orianna,Jinx,Poppy,Camille,Kha'Zix,Akali,Samira,Soraka
2831,0,Volibear,Graves,Yasuo,Karthus,Lulu,Rengar,Kindred,Syndra,Ashe,Blitzcrank
2832,1,Akali,Ekko,Pyke,Ashe,Lulu,Jayce,Lillia,Talon,Draven,Nami
2833,0,Volibear,Zac,Zed,Karthus,Pantheon,Rengar,Evelynn,Akali,Aphelios,Soraka
2834,0,Irelia,Nidalee,Akali,Ashe,Nautilus,Rengar,Kha'Zix,Sylas,Tristana,Thresh
2835,0,Jax,Jarvan IV,Katarina,Karthus,Senna,Urgot,Lillia,Lulu,Ashe,Leona
2836,1,Darius,Graves,Lux,Ashe,Soraka,Talon,Nidalee,Xerath,Ezreal,Yuumi
2837,0,Jax,Graves,Vladimir,Caitlyn,Morgana,Akali,Elise,Tryndamere,Ezreal,Yuumi
2838,1,Singed,Kindred,Cassiopeia,Miss Fortune,Thresh,Irelia,Karthus,Zed,Ashe,Sett
2839,1,Yasuo,Kindred,Twisted Fate,Ashe,Thresh,Singed,Ivern,Diana,Kai'Sa,Vel'Koz
2840,0,Singed,Graves,Kayn,Draven,Lulu,Jayce,Fiddlesticks,Yasuo,Vayne,Janna
2841,0,Kennen,Graves,Yone,Draven,Nautilus,Ryze,Nunu & Willump,Zed,Vayne,Lulu
2842,0,Shen,Hecarim,Diana,Ezreal,Blitzcrank,Ryze,Rammus,Sylas,Vayne,Thresh
2843,0,Ornn,Kha'Zix,Akali,Jhin,Taliyah,Vayne,Fiddlesticks,Qiyana,Karthus,Thresh
2844,0,Riven,Kindred,Orianna,Karthus,Janna,Malphite,Elise,Zed,Senna,Soraka
2845,1,Ornn,Kayn,Akali,Yasuo,Tahm Kench,Kayle,Graves,Zed,Samira,Leona
2846,1,Camille,Elise,Samira,Qiyana,Leona,Renekton,Lillia,Talon,Senna,Zyra
2847,0,Volibear,Warwick,Vladimir,Ezreal,Janna,Darius,Elise,Lux,Senna,Malphite
2848,0,Tristana,Kha'Zix,Renekton,Karthus,Janna,Singed,Ekko,Yone,Samira,Pantheon
2849,1,Renekton,Karthus,Orianna,Senna,Taliyah,Kayle,Nidalee,Zed,Samira,Pantheon
2850,0,Jayce,Hecarim,Zed,Karthus,Janna,Renekton,Graves,Diana,Jhin,Soraka
2851,0,Maokai,Karthus,Yasuo,Samira,Leona,Camille,Lee Sin,LeBlanc,Kog'Maw,Lulu
2852,1,Camille,Nidalee,Talon,Kai'Sa,Taric,Riven,Lillia,Zed,Syndra,Sett
2853,0,Akali,Lee Sin,Taliyah,Ashe,Senna,Volibear,Kha'Zix,Zed,Jhin,Rakan
2854,0,Wukong,Zac,Irelia,Karthus,Janna,Kayle,Hecarim,Zed,Kai'Sa,Thresh
2855,0,Rengar,Nunu & Willump,Yasuo,Karthus,Janna,Gragas,Rammus,Rumble,Jhin,Lux
2856,0,Renekton,Volibear,Cassiopeia,Ezreal,Pantheon,Kennen,Ivern,Talon,Samira,Yuumi
2857,0,Malphite,Shyvana,Ahri,Jhin,Taliyah,Sylas,Kayn,Talon,Xayah,Janna
2858,0,Ornn,Kha'Zix,Akali,Jhin,Taliyah,Vayne,Fiddlesticks,Qiyana,Karthus,Thresh
2859,0,Riven,Kindred,Orianna,Karthus,Janna,Malphite,Elise,Zed,Senna,Soraka
2860,1,Sett,Ekko,Talon,Samira,Yuumi,Singed,Vi,Veigar,Kog'Maw,Taric
2861,1,Camille,Nunu & Willump,Talon,Kassadin,Pyke,Sett,Zac,Cassiopeia,Draven,Janna
2862,0,Camille,Nidalee,Anivia,Samira,Alistar,Rengar,Hecarim,Malzahar,Senna,Yuumi
2863,0,Renekton,Karthus,Orianna,Senna,Taliyah,Kayle,Nidalee,Zed,Samira,Pantheon
2864,0,Gangplank,Graves,Neeko,Taliyah,Yuumi,Shen,Fiddlesticks,Yone,Samira,Leona
2865,0,Singed,Hecarim,Cassiopeia,Irelia,Thresh,Rengar,Shyvana,Kayn,Samira,Taric
2866,0,Camille,Shaco,Yasuo,Taliyah,Janna,Singed,Kha'Zix,Annie,Ezreal,Lulu
2867,0,Sion,Singed,Yasuo,Senna,Taliyah,Malphite,Shaco,Akali,Ashe,Janna
2868,0,Camille,Kayn,Kassadin,Ashe,Braum,Rengar,Hecarim,Akali,Yasuo,Pyke
2869,0,Riven,Rengar,Ziggs,Zed,Maokai,Sett,Kayn,Akali,Ezreal,Taliyah
2870,0,Malphite,Shyvana,Ahri,Jhin,Taliyah,Sylas,Kayn,Talon,Xayah,Janna
2871,0,Camille,Evelynn,Zed,Ashe,Taliyah,Malphite,Kha'Zix,Viktor,Samira,Bard
2872,0,Fiora,Evelynn,Cassiopeia,Miss Fortune,Leona,Camille,Ivern,Yone,Jhin,Taliyah
2873,0,Fiora,Shyvana,Orianna,Vayne,Braum,Malphite,Zac,Kassadin,Samira,Janna
2874,0,Kled,Graves,Katarina,Draven,Lulu,Rengar,Evelynn,Sylas,Caitlyn,Taric
2875,0,Vladimir,Nunu & Willump,Zed,Lucian,Bard,Camille,Kayn,Kassadin,Caitlyn,Karma
2876,0,Ornn,Kayn,Akali,Yasuo,Tahm Kench,Kayle,Graves,Zed,Samira,Leona
2877,0,Jayce,Kayn,Shen,Ezreal,Morgana,Lulu,Fiddlesticks,Kassadin,Jhin,Bard
2878,0,Yasuo,Lillia,Azir,Caitlyn,Thresh,Irelia,Lee Sin,Corki,Jhin,Yuumi
2879,0,Camille,Elise,Samira,Qiyana,Leona,Renekton,Lillia,Talon,Senna,Zyra
2880,0,Shen,Nidalee,Kassadin,Samira,Yuumi,Ahri,Shaco,Camille,Caitlyn,Janna
2881,1,Ornn,Nidalee,Ekko,Samira,Bard,Maokai,Gragas,Kayn,Caitlyn,Morgana
2882,0,Maokai,Karthus,Yasuo,Samira,Leona,Camille,Lee Sin,LeBlanc,Kog'Maw,Lulu
2883,0,Irelia,Master Yi,Yuumi,Draven,Taric,Rengar,Lillia,Kayn,Yone,Lulu
2884,1,Sion,Graves,Zed,Aphelios,Zyra,Volibear,Ivern,Yone,Ezreal,Lux
2885,1,Camille,Lee Sin,Lissandra,Jhin,Bard,Wukong,Karthus,Ryze,Samira,Pantheon
2886,1,Gnar,Kha'Zix,Lux,Ezreal,Nautilus,Wukong,Gragas,Yasuo,Vayne,Lulu
2887,1,Shen,Fiddlesticks,Zed,Samira,Zyra,Camille,Lee Sin,Kassadin,Ashe,Thresh
2888,0,Kayle,Kha'Zix,Kayn,Caitlyn,Vel'Koz,Singed,Hecarim,Cho'Gath,Senna,Thresh
2889,0,Sett,Kha'Zix,Kayn,Xayah,Vel'Koz,Sion,Lee Sin,Ekko,Samira,Alistar
2890,0,Sion,Kha'Zix,Ziggs,Kindred,Janna,Akali,Nunu & Willump,Lucian,Taliyah,Sett
2891,0,Wukong,Fiddlesticks,Lucian,Caitlyn,Braum,Ryze,Ekko,Galio,Samira,Sett
2892,0,Camille,Nidalee,Talon,Kai'Sa,Taric,Riven,Lillia,Zed,Syndra,Sett
2893,0,Cassiopeia,Graves,Shen,Ezreal,Yuumi,Urgot,Rengar,Vel'Koz,Miss Fortune,Taric
2894,0,Sett,Evelynn,Diana,Jhin,Nautilus,Aatrox,Rammus,Pyke,Karthus,Janna
2895,0,Malphite,Lillia,Zed,Jhin,Vel'Koz,Aatrox,Karthus,Katarina,Ezreal,Yuumi
2896,0,Ezreal,Graves,Master Yi,Orianna,Soraka,Taric,Jax,Rumble,Sivir,Leona
2897,1,Maokai,Kha'Zix,Yasuo,Senna,Morgana,Darius,Gragas,Veigar,Lucian,Yuumi
2898,1,Gnar,Graves,Veigar,Caitlyn,Lulu,Camille,Singed,Pyke,Vayne,Nami
2899,0,Volibear,Elise,Pyke,Caitlyn,Nami,Shen,Kha'Zix,Kennen,Ashe,Leona
2900,0,Malphite,Kha'Zix,Yasuo,Sylas,Blitzcrank,Shen,Kindred,Zed,Karthus,Janna
2901,1,Ornn,Hecarim,Xerath,Ashe,Shen,Tryndamere,Kindred,Akali,Aphelios,Soraka
2902,0,Volibear,Hecarim,Orianna,Yone,Taliyah,Shen,Elise,Vel'Koz,Rengar,Taric
2903,0,Ornn,Fiddlesticks,Lucian,Kog'Maw,Lulu,Aatrox,Kindred,Twisted Fate,Caitlyn,Bard
2904,1,Ornn,Graves,Diana,Jhin,Yuumi,Renekton,Kayn,Qiyana,Cassiopeia,Taliyah
2905,1,Darius,Hecarim,Katarina,Karthus,Janna,Sion,Rengar,Karma,Samira,Nautilus
2906,1,Darius,Nunu & Willump,Orianna,Ashe,Tahm Kench,Ornn,Graves,Diana,Jhin,Thresh
2907,1,Camille,Kai'Sa,Fizz,Caitlyn,Pyke,Darius,Graves,Orianna,Kog'Maw,Lulu
2908,1,Darius,Graves,Cassiopeia,Jhin,Thresh,Kled,Zac,Kayn,Veigar,Tahm Kench
2909,1,Darius,Hecarim,Qiyana,Draven,Karma,Shen,Evelynn,Zed,Senna,Taric
2910,1,Fiora,Graves,Katarina,Ezreal,Janna,Irelia,Nidalee,Vel'Koz,Kai'Sa,Senna
2911,0,Malphite,Karthus,Zed,Jinx,Janna,Kayle,Yone,Akali,Yasuo,Pyke
2912,0,Singed,Kindred,Cassiopeia,Miss Fortune,Thresh,Irelia,Karthus,Zed,Ashe,Sett
2913,0,Kayle,Kha'Zix,Yasuo,Jhin,Taliyah,Jax,Kayn,Lucian,Karthus,Nautilus
2914,0,Camille,Kayn,Katarina,Samira,Neeko,Riven,Sett,Orianna,Talon,Sona
2915,0,Ornn,Kayn,Annie,Jinx,Zilean,Akali,Lee Sin,Yasuo,Jhin,Nami
2916,0,Jax,Kayn,Annie,Jhin,Leona,Volibear,Nunu & Willump,Yone,Ezreal,Yuumi
2917,0,Tryndamere,Vi,Ryze,Ashe,Lulu,Fiora,Karthus,Yone,Jhin,Bard
2918,0,Malphite,Kayn,Xerath,Miss Fortune,Morgana,Riven,Lillia,Lucian,Caitlyn,Lux
2919,0,Irelia,Xin Zhao,Yasuo,Jhin,Nautilus,Darius,Elise,Yone,Ezreal,Taliyah
2920,0,Teemo,Vi,Azir,Ezreal,Leona,Maokai,Graves,Yone,Samira,Braum
2921,0,Diana,Kindred,Vladimir,Vayne,Braum,Fiora,Kha'Zix,Ryze,Jhin,Nautilus
2922,1,Mordekaiser,Elise,Yasuo,Ezreal,Sona,Lucian,Maokai,Akali,Ashe,Pantheon
2923,1,Gnar,Kayn,Ziggs,Samira,Sona,Poppy,Hecarim,Kassadin,Karthus,Senna
2924,0,Irelia,Volibear,Ekko,Ezreal,Karma,Talon,Pantheon,Akali,Jinx,Thresh
2925,1,Kennen,Hecarim,Zed,Ashe,Morgana,Kayle,Graves,Kassadin,Kog'Maw,Lulu
2926,1,Malphite,Nidalee,Talon,Yasuo,Sona,Fiora,Ivern,Ryze,Vayne,Janna
2927,1,Poppy,Nidalee,Kassadin,Senna,Blitzcrank,Rengar,Evelynn,Zoe,Ezreal,Zilean
2928,0,Rengar,Shaco,Karthus,Vayne,Lulu,Kayle,Olaf,Xin Zhao,Ezreal,Nami
2929,0,Singed,Graves,Katarina,Ezreal,Sett,Kayle,Elise,Fiora,Samira,Leona
2930,0,Lulu,Elise,Gragas,Kog'Maw,Irelia,Veigar,Graves,Kennen,Twitch,Nami
2931,0,Renekton,Volibear,Cassiopeia,Ezreal,Pantheon,Kennen,Ivern,Talon,Samira,Yuumi
2932,1,Malphite,Nidalee,Camille,Ashe,Sona,Vladimir,Elise,Yasuo,Senna,Alistar
2933,0,Kayle,Sett,Talon,Miss Fortune,Lulu,Camille,Nocturne,Ekko,Draven,Janna
2934,1,Malphite,Shyvana,Ahri,Jhin,Taliyah,Sylas,Kayn,Talon,Xayah,Janna
2935,0,Garen,Rammus,Xerath,Jhin,Yuumi,Malphite,Graves,Soraka,Vayne,Lulu
2936,0,Fiora,Graves,Katarina,Ezreal,Janna,Irelia,Nidalee,Vel'Koz,Kai'Sa,Senna
2937,0,Zed,Graves,Akali,Talon,Thresh,Teemo,Rek'Sai,Malphite,Senna,Lulu
2938,0,Fiora,Lee Sin,LeBlanc,Aphelios,Soraka,Malphite,Kha'Zix,Cassiopeia,Ashe,Janna
2939,0,Pantheon,Shaco,Kassadin,Talon,Janna,Rengar,Jarvan IV,Vladimir,Yasuo,Leona
2940,0,Shen,Kha'Zix,Xerath,Lucian,Yuumi,Fiora,Nunu & Willump,Zoe,Draven,Bard
2941,0,Orianna,Kayn,Akali,Draven,Nautilus,Yone,Amumu,Wukong,Vayne,Lulu
2942,0,Teemo,Lillia,Yasuo,Jhin,Senna,Malphite,Rek'Sai,Azir,Draven,Janna
2943,0,Darius,Lillia,Xerath,Vayne,Janna,Shen,Sett,Corki,Jhin,Yuumi
2944,0,Darius,Kha'Zix,Viktor,Lucian,Soraka,Malphite,Rek'Sai,Yasuo,Swain,Leona
2945,0,Kennen,Lillia,Yone,Miss Fortune,Bard,Vladimir,Kha'Zix,Katarina,Senna,Nautilus
2946,0,Sylas,Hecarim,Yone,Jhin,Pyke,Poppy,Graves,Yasuo,Kai'Sa,Shen
2947,0,Gragas,Fiddlesticks,Zed,Jhin,Rakan,Kennen,Hecarim,Sett,Ashe,Pyke
2948,0,Sett,Evelynn,Yasuo,Kog'Maw,Bard,Singed,Nidalee,Kayn,Ashe,Nautilus
2949,0,Akali,Vi,Yasuo,Ashe,Braum,Riven,Graves,Syndra,Draven,Janna
2950,0,Mordekaiser,Elise,Yasuo,Ezreal,Sona,Lucian,Maokai,Akali,Ashe,Pantheon
2951,0,Ornn,Kindred,Syndra,Kalista,Morgana,Camille,Kayn,Twisted Fate,Ashe,Alistar
2952,0,Camille,Kha'Zix,Vladimir,Draven,Gragas,Ornn,Graves,Akali,Jhin,Alistar
2953,0,Singed,Graves,Yone,Swain,Morgana,Renekton,Kindred,Karthus,Jhin,Brand
2954,0,Renekton,Nidalee,Talon,Ashe,Morgana,Ornn,Rek'Sai,Vladimir,Yasuo,Gragas
2955,0,Shen,Ekko,Lucian,Yone,Leona,Rengar,Kha'Zix,Kassadin,Ashe,Lulu
2956,0,Cho'Gath,Evelynn,Talon,Jinx,Pyke,Riven,Lee Sin,Akali,Kai'Sa,Karma
2957,0,Akali,Lee Sin,Taliyah,Ashe,Senna,Volibear,Kha'Zix,Zed,Jhin,Rakan
2958,1,Kennen,Hecarim,Zed,Ashe,Morgana,Kayle,Graves,Kassadin,Kog'Maw,Lulu
2959,0,Riven,Elise,Twisted Fate,Jhin,Thresh,Teemo,Xin Zhao,Kassadin,Caitlyn,Morgana
2960,0,Singed,Hecarim,Cassiopeia,Irelia,Thresh,Rengar,Shyvana,Kayn,Samira,Taric
2961,0,Lucian,Hecarim,Syndra,Samira,Thresh,Tryndamere,Zac,Vladimir,Kalista,Taric
2962,0,Riven,Kindred,Orianna,Karthus,Janna,Malphite,Elise,Zed,Senna,Soraka
2963,1,Sett,Ekko,Talon,Samira,Yuumi,Singed,Vi,Veigar,Kog'Maw,Taric
2964,0,Kayle,Nunu & Willump,Orianna,Ashe,Xerath,Yasuo,Hecarim,Akali,Samira,Taric
2965,0,Camille,Nidalee,Talon,Kai'Sa,Taric,Riven,Lillia,Zed,Syndra,Sett
2966,0,Riven,Kha'Zix,Azir,Ezreal,Bard,Sett,Graves,Akali,Kai'Sa,Janna
2967,0,Riven,Rengar,Ziggs,Zed,Maokai,Sett,Kayn,Akali,Ezreal,Taliyah
2968,0,Kennen,Evelynn,Irelia,Lucian,Neeko,Olaf,Lee Sin,Orianna,Jhin,Nami
2969,0,Camille,Lillia,Cassiopeia,Lucian,Janna,Riven,Gragas,Kayn,Ashe,Thresh
2970,0,Pyke,Shaco,Akali,Lucian,Karma,Riven,Elise,Cassiopeia,Orianna,Braum
2971,0,Darius,Nunu & Willump,Azir,Ashe,Lulu,Tryndamere,Kha'Zix,Corki,Draven,Janna
2972,0,Fiora,Kayn,Katarina,Jhin,Pyke,Riven,Ivern,Rumble,Senna,Karma
2973,0,Camille,Kayn,Twisted Fate,Lucian,Yuumi,Jax,Kha'Zix,Akali,Ashe,Nami
2974,0,Malphite,Fiddlesticks,Yasuo,Ezreal,Thresh,Riven,Evelynn,Kayn,Talon,Yuumi
2975,0,Darius,Kindred,Orianna,Lucian,Yuumi,Pantheon,Lee Sin,Karma,Tristana,Nami
2976,0,Camille,Nidalee,Cho'Gath,Xayah,Bard,Azir,Graves,Zed,Vayne,Lulu
2977,0,Darius,Hecarim,Qiyana,Draven,Karma,Shen,Evelynn,Zed,Senna,Taric
2978,0,Shen,Kha'Zix,Ryze,Jhin,Taric,Sion,Graves,Orianna,Xayah,Karma
2979,0,Irelia,Kayn,Swain,Jhin,Zyra,Shen,Hecarim,Akali,Ezreal,Taric
2980,0,Sion,Hecarim,Ekko,Senna,Rakan,Irelia,Teemo,Karthus,Rengar,Lux
2981,0,Sion,Elise,Qiyana,Karthus,Lux,Camille,Nunu & Willump,Zed,Samira,Janna
2982,0,Shen,Elise,Yone,Draven,Sett,Kayle,Kha'Zix,Akali,Caitlyn,Yuumi
2983,0,Shen,Kindred,Ahri,Jhin,Janna,Poppy,Elise,Qiyana,Senna,Braum
2984,0,Wukong,Graves,Ekko,Lucian,Thresh,Camille,Kha'Zix,Orianna,Vayne,Lulu
2985,0,Malphite,Hecarim,Yasuo,Ziggs,Thresh,Sion,Lillia,Yone,Rengar,Senna
2986,0,Vladimir,Nunu & Willump,Jax,Diana,Renekton,Sett,Hecarim,Kassadin,Jhin,Janna
2987,0,Camille,Kayn,Twisted Fate,Lucian,Yuumi,Jax,Kha'Zix,Akali,Ashe,Nami
2988,0,Malphite,Graves,Diana,Caitlyn,Pyke,Ryze,Elise,Yone,Jhin,Brand
2989,0,Camille,Kayn,Kassadin,Ashe,Braum,Rengar,Hecarim,Akali,Yasuo,Pyke
2990,1,Ryze,Ekko,Orianna,Vayne,Alistar,Ornn,Fiddlesticks,Yasuo,Ashe,Thresh
2991,0,Akali,Ekko,Pyke,Ashe,Lulu,Jayce,Lillia,Talon,Draven,Nami
2992,0,Jax,Graves,Akali,Jhin,Leona,Nasus,Evelynn,Twisted Fate,Vayne,Nami
2993,0,Fiora,Trundle,Ziggs,Caitlyn,Rakan,Kayle,Hecarim,Zoe,Samira,Bard
2994,1,Vladimir,Fiddlesticks,Vayne,Ezreal,Soraka,Malphite,Elise,Zed,Kalista,Thresh
2995,0,Malphite,Hecarim,Diana,Ezreal,Thresh,Sett,Graves,Katarina,Ashe,Soraka
2996,0,Camille,Nidalee,Ekko,Vayne,Senna,Fiora,Hecarim,Lucian,Jhin,Karma
2997,1,Camille,Nidalee,Anivia,Samira,Alistar,Rengar,Hecarim,Malzahar,Senna,Yuumi
2998,0,Rengar,Shaco,Karthus,Vayne,Lulu,Kayle,Olaf,Xin Zhao,Ezreal,Nami
2999,1,Kayle,Kha'Zix,Irelia,Kai'Sa,Bard,Singed,Hecarim,Vel'Koz,Jhin,Zilean
3000,1,Ornn,Kha'Zix,Vel'Koz,Ezreal,Janna,Kayle,Lee Sin,Vladimir,Draven,Thresh
3001,1,Singed,Kayn,Zed,Karthus,Janna,Talon,Fiddlesticks,Veigar,Caitlyn,Lulu
3002,0,Poppy,Graves,Xerath,Vayne,Thresh,Singed,Hecarim,Vladimir,Lucian,Morgana
3003,1,Akali,Kayn,Yasuo,Ezreal,Sett,Camille,Hecarim,Ekko,Jhin,Janna
3004,0,Rengar,Lee Sin,Gragas,Draven,Pantheon,Kayle,Kha'Zix,Riven,Lucian,Alistar
3005,0,Janna,Shaco,Galio,Kai'Sa,Morgana,Camille,Kha'Zix,Zoe,Karthus,Senna
3006,0,Camille,Karthus,Lucian,Jhin,Karma,Akali,Kha'Zix,Sett,Senna,Leona
3007,0,Warwick,Hecarim,Lucian,Jhin,Swain,Camille,Kayn,Orianna,Caitlyn,Bard
3008,1,Renekton,Kayn,Vladimir,Ezreal,Yuumi,Akali,Shaco,Ryze,Miss Fortune,Bard
3009,0,Rengar,Elise,Zed,Kai'Sa,Lulu,Camille,Rek'Sai,Orianna,Kalista,Leona
3010,1,Camille,Hecarim,Kassadin,Senna,Pyke,Irelia,Evelynn,Cassiopeia,Kalista,Bard
3011,0,Ornn,Evelynn,Yasuo,Caitlyn,Lulu,Jayce,Nunu & Willump,Malzahar,Draven,Taric
3012,0,Tryndamere,Nidalee,Talon,Swain,Bard,Camille,Karthus,Yasuo,Caitlyn,Janna
3013,1,Malphite,Kha'Zix,Yasuo,Veigar,Janna,Warwick,Sylas,Zed,Kindred,Swain
3014,0,Kennen,Hecarim,Zed,Ashe,Morgana,Kayle,Graves,Kassadin,Kog'Maw,Lulu
3015,0,Ornn,Kayn,Akali,Yasuo,Tahm Kench,Kayle,Graves,Zed,Samira,Leona
3016,0,Kayle,Ivern,Yasuo,Kai'Sa,Pyke,Irelia,Kayn,Xerath,Lucian,Morgana
3017,0,Renekton,Karthus,Orianna,Senna,Taliyah,Kayle,Nidalee,Zed,Samira,Pantheon
3018,0,Kayle,Kha'Zix,Irelia,Kai'Sa,Bard,Singed,Hecarim,Vel'Koz,Jhin,Zilean
3019,0,Rengar,Ivern,Corki,Ashe,Sona,Ornn,Jarvan IV,Katarina,Senna,Janna
3020,0,Ornn,Kha'Zix,Vel'Koz,Ezreal,Janna,Kayle,Lee Sin,Vladimir,Draven,Thresh
3021,0,Ornn,Hecarim,Lulu,Twitch,Taric,Sylas,Olaf,Lucian,Kog'Maw,Janna
3022,0,Kled,Hecarim,Kassadin,Jhin,Thresh,Lucian,Nunu & Willump,Kayle,Draven,Pyke
3023,0,Rengar,Ivern,Corki,Ashe,Sona,Ornn,Jarvan IV,Katarina,Senna,Janna
3024,1,Malphite,Graves,Diana,Caitlyn,Pyke,Ryze,Elise,Yone,Jhin,Brand
3025,1,Camille,Shaco,Yasuo,Taliyah,Janna,Singed,Kha'Zix,Annie,Ezreal,Lulu
3026,0,Sion,Singed,Yasuo,Senna,Taliyah,Malphite,Shaco,Akali,Ashe,Janna
3027,0,Singed,Graves,Talon,Draven,Janna,Jayce,Kha'Zix,Cassiopeia,Ezreal,Rakan
3028,0,Ornn,Hecarim,Lulu,Twitch,Taric,Sylas,Olaf,Lucian,Kog'Maw,Janna
3029,1,Shen,Hecarim,Diana,Ezreal,Blitzcrank,Ryze,Rammus,Sylas,Vayne,Thresh
3030,1,Rengar,Shaco,Karthus,Vayne,Lulu,Kayle,Olaf,Xin Zhao,Ezreal,Nami
3031,0,Tristana,Kha'Zix,Renekton,Karthus,Janna,Singed,Ekko,Yone,Samira,Pantheon
