,blue_win,TOP_T1,JG_T1,MID_T1,ADC_T1,SUP_T1,TOP_T2,JG_T2,MID_T2,ADC_T2,SUP_T2
4264,0,Lulu,Taliyah,Renekton,Kai'Sa,Maokai,Akali,Hecarim,Lucian,Miss Fortune,Thresh
4265,0,Lucian,Nidalee,Malphite,Miss Fortune,Alistar,Maokai,Graves,Syndra,Jhin,Leona
4266,0,Camille,Trundle,Orianna,Miss Fortune,Pyke,Fiora,Taliyah,Yone,Varus,Thresh
4267,0,Qiyana,Shen,Ekko,Jhin,Thresh,Sylas,Hecarim,Renekton,Ezreal,Xerath
4268,0,Viktor,Rek'Sai,Yone,Ashe,Thresh,Sett,Kayn,Syndra,Samira,Nautilus
4269,0,Akali,Jarvan IV,Zed,Kai'Sa,Shen,Galio,Taliyah,Pantheon,Lucian,Leona
4270,1,Sett,Taliyah,Lucian,Miss Fortune,Leona,Poppy,Kayn,Syndra,Kai'Sa,Thresh
4271,0,Jayce,Lee Sin,Syndra,Miss Fortune,Shaco,Pantheon,Lillia,Talon,Samira,Alistar
4272,0,Lucian,Nidalee,Pantheon,Aphelios,Bard,Jax,Graves,Syndra,Kalista,Sett
4273,0,Aatrox,Taliyah,Syndra,Ezreal,Pantheon,Lucian,Lillia,Gragas,Kai'Sa,Shaco
4274,0,Sylas,Taliyah,Irelia,Kai'Sa,Leona,Yone,Pantheon,Lucian,Anivia,Janna
4275,0,Renekton,Taliyah,Ekko,Kai'Sa,Alistar,Camille,Graves,Syndra,Xayah,Rakan
4276,0,Malphite,Kha'Zix,Sylas,Miss Fortune,Thresh,Sion,Olaf,LeBlanc,Ezreal,Sett
4277,0,Jayce,Zac,Yone,Kai'Sa,Leona,Camille,Kha'Zix,Orianna,Aphelios,Rakan
4278,1,Camille,Graves,Fizz,Samira,Pantheon,Jax,Zac,Yone,Miss Fortune,Xerath
4279,0,Renekton,Elise,Talon,Miss Fortune,Bard,Camille,Kindred,Anivia,Kai'Sa,Thresh
4280,0,Lucian,Nidalee,Camille,Aphelios,Thresh,Sett,Kayn,Zoe,Kai'Sa,Blitzcrank
4281,0,Gragas,Graves,Orianna,Jhin,Maokai,Aatrox,Taliyah,Pantheon,Miss Fortune,Thresh
4282,0,Jayce,Graves,Sylas,Miss Fortune,Shen,Akali,Lee Sin,Orianna,Jhin,Thresh
4283,0,Jax,Kindred,Twisted Fate,Miss Fortune,Leona,Malphite,Olaf,Akali,Kai'Sa,Sett
4284,0,Ornn,Graves,LeBlanc,Ezreal,Maokai,Kennen,Kha'Zix,Sylas,Yasuo,Sett
4285,0,Yone,Kayn,Kayle,Varus,Thresh,Ornn,Graves,Ryze,Aphelios,Rakan
4286,0,Renekton,Skarner,Akali,Jhin,Leona,Malphite,Taliyah,Zed,Lucian,Bard
4287,0,Malphite,Olaf,Anivia,Miss Fortune,Rakan,Camille,Taliyah,Yone,Yasuo,Alistar
4288,0,Wukong,Olaf,Syndra,Caitlyn,Gragas,Irelia,Karthus,Aatrox,Kai'Sa,Pantheon
4289,0,Aatrox,Kindred,Vladimir,Kai'Sa,Maokai,Camille,Graves,Sylas,Samira,Alistar
4290,0,Ryze,Graves,Syndra,Miss Fortune,Pyke,Lulu,Kindred,Ekko,Aphelios,Braum
4291,1,Camille,Lillia,Yone,Kai'Sa,Alistar,Renekton,Nidalee,Lucian,Samira,Leona
4292,0,Ornn,Kindred,Zoe,Jhin,Rakan,Sett,Graves,Rumble,Kai'Sa,Alistar
4293,0,Pantheon,Graves,Akali,Jhin,Sett,Ornn,Nidalee,Yone,Anivia,Poppy
4294,1,Quinn,Nidalee,Lee Sin,Draven,Leona,Heimerdinger,Olaf,Qiyana,Jhin,Pantheon
4295,0,Viktor,Graves,Lucian,Kai'Sa,Leona,Irelia,Kha'Zix,Ekko,Samira,Nautilus
4296,0,Irelia,Graves,Akali,Kai'Sa,Alistar,Renekton,Lee Sin,Sylas,Lucian,Seraphine
4297,0,Gragas,Graves,Orianna,Miss Fortune,Maokai,Sion,Hecarim,Akali,Kai'Sa,Sett
4298,0,Jayce,Lillia,Lucian,Samira,Nautilus,Kennen,Lee Sin,Viktor,Jhin,Sett
4299,1,Sett,Olaf,Cassiopeia,Ezreal,Leona,Camille,Rek'Sai,Vladimir,Miss Fortune,Lulu
4300,1,Irelia,Kindred,Syndra,Jhin,Nautilus,Akali,Gragas,Lucian,Tristana,Sett
4301,0,Akali,Lee Sin,Anivia,Aphelios,Bard,Gragas,Graves,Orianna,Jhin,Camille
4302,0,Akali,Nunu & Willump,Graves,Miss Fortune,Thresh,Lucian,Lillia,Sylas,Kai'Sa,Maokai
4303,0,Shen,Hecarim,Akali,Vayne,Nami,Aatrox,Kindred,Galio,Ezreal,Thresh
4304,0,Fiora,Kindred,Akali,Samira,Pantheon,Sett,Lillia,Aatrox,Ziggs,Janna
4305,0,Jayce,Taliyah,Yone,Miss Fortune,Maokai,Rumble,Lillia,Zed,Jhin,Seraphine
4306,0,Aatrox,Lillia,Jayce,Ezreal,Shen,Urgot,Taliyah,Sett,Kai'Sa,Karma
4307,0,Shen,Lee Sin,Akali,Samira,Rakan,Jayce,Taliyah,Rumble,Kai'Sa,Poppy
4308,0,Malphite,Graves,Akali,Kai'Sa,Shen,Sylas,Nidalee,Jayce,Jhin,Bard
4309,0,Gragas,Lillia,Lucian,Caitlyn,Morgana,Sion,Graves,Vladimir,Kai'Sa,Alistar
4310,0,Aatrox,Kindred,Vladimir,Kai'Sa,Maokai,Camille,Graves,Sylas,Samira,Alistar
4311,0,Kennen,Lillia,Lucian,Jhin,Thresh,Sett,Graves,Zoe,Miss Fortune,Alistar
4312,0,Quinn,Graves,LeBlanc,Samira,Leona,Renekton,Taliyah,Jayce,Kai'Sa,Sett
4313,0,Aatrox,Graves,Qiyana,Syndra,Sett,Irelia,Taliyah,LeBlanc,Aphelios,Thresh
4314,0,Jax,Kayn,Akali,Yasuo,Pantheon,Camille,Graves,Sylas,Ezreal,Alistar
4315,0,Camille,Kindred,Fizz,Kai'Sa,Bard,Jayce,Morgana,Sylas,Jhin,Tahm Kench
4316,0,Gragas,Taliyah,Lucian,Jhin,Alistar,Jayce,Nidalee,Yone,Ezreal,Bard
4317,0,Renekton,Lillia,Aatrox,Kai'Sa,Alistar,Ornn,Kindred,Viktor,Samira,Pyke
4318,0,Camille,Kindred,Sylas,Caitlyn,Heimerdinger,Jax,Kayn,Ekko,Lucian,Maokai
4319,0,Yone,Nunu & Willump,Irelia,Kai'Sa,Leona,Aatrox,Pantheon,Syndra,Jhin,Galio
4320,0,Gangplank,Olaf,Ryze,Kai'Sa,Leona,Sion,Pantheon,Twisted Fate,Jhin,Shen
4321,0,Akali,Kayn,Zoe,Kai'Sa,Pantheon,Maokai,Lillia,Qiyana,Jhin,Thresh
4322,0,Shen,Jarvan IV,Cassiopeia,Vayne,Galio,Poppy,Lillia,Kai'Sa,Lucian,Thresh
4323,0,Aatrox,Lillia,Lucian,Aphelios,Thresh,Malphite,Hecarim,Diana,Kai'Sa,Sett
4324,0,Renekton,Graves,Anivia,Samira,Nautilus,Fiora,Taliyah,Zed,Jhin,Alistar
4325,1,Camille,Taliyah,Galio,Kai'Sa,Sett,Fiora,Ekko,Jayce,Ezreal,Bard
4326,0,Malphite,Pantheon,LeBlanc,Kai'Sa,Leona,Jayce,Taliyah,Irelia,Miss Fortune,Alistar
4327,0,Jayce,Taliyah,Shen,Kai'Sa,Leona,Irelia,Lee Sin,Gragas,Miss Fortune,Camille
4328,0,Akali,Olaf,Anivia,Kai'Sa,Gragas,Lucian,Taliyah,Aatrox,Jhin,Sett
4329,0,Camille,Elise,Yone,Miss Fortune,Bard,Aatrox,Rek'Sai,Syndra,Jhin,Nautilus
4330,0,Jayce,Lillia,Kennen,Kai'Sa,Shaco,Lucian,Ekko,Sett,Jhin,Shen
4331,0,Irelia,Olaf,Heimerdinger,Swain,Leona,Lucian,Graves,Viktor,Samira,Alistar
4332,0,Akali,Olaf,Zoe,Ezreal,Pyke,Camille,Taliyah,Yone,Lucian,Yuumi
4333,0,Renekton,Kayn,Kassadin,Miss Fortune,Yuumi,Lucian,Graves,Vladimir,Kai'Sa,Nautilus
4334,0,Ornn,Graves,Lucian,Ezreal,Maokai,Shen,Kha'Zix,Orianna,Kai'Sa,Rakan
4335,0,Camille,Graves,Orianna,Jhin,Leona,Aatrox,Nidalee,Ekko,Ezreal,Pantheon
4336,0,Aatrox,Kindred,Akali,Anivia,Poppy,Sylas,Graves,Galio,Jhin,Sett
4337,0,Lucian,Graves,Viktor,Jhin,Gragas,Irelia,Kayn,Ekko,Samira,Alistar
4338,0,Gnar,Nunu & Willump,Orianna,Jhin,Galio,Kennen,Lillia,Jayce,Kai'Sa,Rakan
4339,0,Renekton,Ekko,Lucian,Jhin,Pantheon,Volibear,Nidalee,Akali,Miss Fortune,Maokai
4340,0,Yasuo,Graves,Sylas,Cassiopeia,Alistar,Ornn,Kindred,Neeko,Vladimir,Rakan
4341,0,Akali,Kayn,Sylas,Kai'Sa,Leona,Poppy,Graves,Galio,Jhin,Alistar
4342,0,Sion,Graves,Galio,Kai'Sa,Pantheon,Aatrox,Gragas,Zed,Jhin,Leona
4343,1,Camille,Graves,Syndra,Jhin,Leona,Jax,Taliyah,Ryze,Samira,Thresh
4344,0,Gangplank,Graves,Rumble,Samira,Gragas,Aatrox,Kindred,Galio,Kai'Sa,Pantheon
4345,0,Kled,Taliyah,Yone,Jhin,Thresh,Gragas,Olaf,Zoe,Tristana,Alistar
4346,0,Gragas,Taliyah,Qiyana,Caitlyn,Thresh,Renekton,Jarvan IV,LeBlanc,Kai'Sa,Alistar
4347,1,Akali,Graves,Sylas,Sivir,Rakan,Malphite,Rek'Sai,Orianna,Kai'Sa,Maokai
4348,0,Renekton,Lee Sin,Orianna,Samira,Leona,Akali,Nidalee,Rumble,Kai'Sa,Alistar
4349,0,Malphite,Kindred,Anivia,Aphelios,Alistar,Camille,Graves,Viktor,Jhin,Pantheon
4350,1,Irelia,Nidalee,Renekton,Kai'Sa,Thresh,Sylas,Graves,Sett,Aphelios,Blitzcrank
4351,0,Camille,Elise,Lucian,Kai'Sa,Maokai,Sett,Kindred,Kassadin,Miss Fortune,Lulu
4352,0,Lucian,Kayn,Orianna,Varus,Rumble,Fiora,Volibear,Viktor,Kai'Sa,Pantheon
4353,0,Lulu,Graves,Syndra,Kalista,Thresh,Aatrox,Nidalee,Lucian,Jhin,Alistar
4354,0,Volibear,Nidalee,Galio,Samira,Pantheon,Akali,Graves,Viktor,Kai'Sa,Camille
4355,1,Akali,Olaf,Vladimir,Lucian,Janna,Renekton,Lee Sin,Galio,Ezreal,Shaco
4356,1,Sylas,Olaf,Orianna,Kai'Sa,Thresh,Kennen,Lee Sin,Zoe,Caitlyn,Blitzcrank
4357,0,Kennen,Nidalee,Lucian,Jhin,Nautilus,Irelia,Graves,Syndra,Miss Fortune,Maokai
4358,0,Aatrox,Nidalee,Sett,Lucian,Maokai,Wukong,Kayn,Cassiopeia,Kai'Sa,Pantheon
4359,0,Darius,Nidalee,Lucian,Samira,Alistar,Camille,Olaf,Fizz,Jhin,Sett
4360,0,Malphite,Taliyah,Renekton,Miss Fortune,Leona,Zed,Ekko,Vladimir,Aphelios,Thresh
4361,1,Lucian,Olaf,Anivia,Ezreal,Karma,Jayce,Hecarim,Fizz,Miss Fortune,Blitzcrank
4362,0,Udyr,Taliyah,Lucian,Jhin,Galio,Aatrox,Graves,Zoe,Ezreal,Leona
4363,0,Camille,Lee Sin,Katarina,Miss Fortune,Maokai,Kennen,Rek'Sai,Sylas,Jhin,Sett
4364,0,Ornn,Kindred,Zoe,Jhin,Rakan,Sett,Graves,Rumble,Kai'Sa,Alistar
4365,0,Ornn,Graves,Syndra,Tristana,Morgana,Akali,Lillia,Yone,Jhin,Maokai
4366,0,Camille,Graves,Anivia,Ezreal,Bard,Jayce,Olaf,Sylas,Kai'Sa,Lulu
4367,0,Malphite,Graves,Rumble,Aphelios,Lulu,Lucian,Fiddlesticks,Zoe,Draven,Sett
4368,0,Sylas,Olaf,Twisted Fate,Samira,Thresh,Jax,Rengar,Akali,Kai'Sa,Alistar
4369,1,Volibear,Lillia,Anivia,Miss Fortune,Alistar,Sett,Jarvan IV,Orianna,Kai'Sa,Pantheon
4370,0,Jayce,Olaf,Ekko,Samira,Alistar,Darius,Rengar,Orianna,Vayne,Leona
4371,0,Darius,Jarvan IV,Sylas,Kai'Sa,Braum,Shen,Hecarim,Viktor,Miss Fortune,Sett
4372,0,Pantheon,Taliyah,Gragas,Kai'Sa,Leona,Sylas,Kindred,Anivia,Miss Fortune,Thresh
4373,0,Gangplank,Kindred,Akali,Xayah,Thresh,Kled,Graves,Lulu,Jhin,Sett
4374,0,Sylas,Jarvan IV,Akali,Jhin,Pantheon,Aatrox,Olaf,Orianna,Miss Fortune,Alistar
4375,0,Tryndamere,Sylas,Jayce,Jhin,Maokai,Gragas,Hecarim,Ahri,Miss Fortune,Leona
4376,0,Gragas,Lillia,Lucian,Ezreal,Tahm Kench,Aatrox,Graves,Akali,Kai'Sa,Leona
4377,0,Jayce,Graves,Ekko,Aphelios,Morgana,Lucian,Kayn,Syndra,Ezreal,Rakan
4378,0,Malphite,Graves,Galio,Kai'Sa,Alistar,Darius,Nidalee,Viktor,Jhin,Tahm Kench
4379,1,Jayce,Hecarim,Vladimir,Miss Fortune,Alistar,Lucian,Volibear,Viktor,Samira,Leona
4380,0,Camille,Graves,Sylas,Kai'Sa,Sett,Aatrox,Nidalee,Jayce,Samira,Alistar
4381,0,Gangplank,Zac,Galio,Kai'Sa,Maokai,Jax,Taliyah,Jayce,Miss Fortune,Bard
4382,0,Aatrox,Lee Sin,Nunu & Willump,Samira,Leona,Camille,Graves,Syndra,Kalista,Alistar
4383,0,Fiora,Graves,Akali,Miss Fortune,Leona,Aatrox,Lee Sin,Zoe,Kai'Sa,Alistar
4384,1,Akali,Lillia,Yone,Jhin,Maokai,Renekton,Graves,Anivia,Kai'Sa,Nautilus
4385,0,Sett,Lee Sin,Gragas,Kai'Sa,Lulu,Aatrox,Nidalee,Yone,Jhin,Pyke
4386,1,Aatrox,Ivern,Yone,Kai'Sa,Bard,Fiora,Olaf,Viktor,Miss Fortune,Maokai
4387,0,Malphite,Kayn,Kassadin,Miss Fortune,Leona,Shen,Kindred,Galio,Lucian,Yuumi
4388,0,Wukong,Sejuani,Yone,Jhin,Thresh,Malphite,Graves,Vladimir,Kai'Sa,Sett
4389,1,Gragas,Graves,Akali,Jhin,Alistar,Renekton,Taliyah,Yone,Ezreal,Leona
4390,0,Malphite,Hecarim,Syndra,Ezreal,Rell,Jax,Taliyah,Orianna,Jhin,Bard
4391,1,Jax,Kayn,Orianna,Kai'Sa,Leona,Camille,Graves,Twisted Fate,Ashe,Pantheon
4392,0,Gragas,Kha'Zix,Irelia,Samira,Nautilus,Lucian,Taliyah,Yone,Vayne,Braum
4393,0,Aatrox,Nidalee,Lucian,Kai'Sa,Leona,Camille,Hecarim,Orianna,Miss Fortune,Pantheon
4394,0,Jayce,Nidalee,Ryze,Lucian,Pantheon,Kennen,Graves,Sylas,Kai'Sa,Sett
4395,0,Jax,Rek'Sai,Orianna,Samira,Nautilus,Camille,Gragas,Lucian,Ezreal,Maokai
4396,0,Sett,Lillia,Renekton,Kai'Sa,Pantheon,Jayce,Ekko,Yasuo,Miss Fortune,Alistar
4397,0,Ornn,Kindred,Zoe,Jhin,Nautilus,Aatrox,Graves,Syndra,Kai'Sa,Sett
4398,0,Irelia,Lee Sin,Galio,Aphelios,Bard,Kennen,Rek'Sai,Sett,Miss Fortune,Leona
4399,0,Gragas,Volibear,Viktor,Tristana,Rakan,Jayce,Hecarim,Galio,Miss Fortune,Leona
4400,0,Aatrox,Taliyah,Akali,Jhin,Thresh,Gragas,Nidalee,Jayce,Miss Fortune,Sett
4401,0,Kennen,Graves,LeBlanc,Aphelios,Alistar,Yone,Olaf,Akali,Kai'Sa,Sett
4402,0,Gragas,Graves,Zoe,Miss Fortune,Rakan,Sett,Lillia,Akali,Aphelios,Thresh
4403,0,Camille,Taliyah,Orianna,Jhin,Galio,Renekton,Graves,Syndra,Miss Fortune,Alistar
4404,0,Malphite,Graves,Zoe,Kai'Sa,Janna,Camille,Kayn,Akali,Ezreal,Alistar
4405,0,Jayce,Kha'Zix,Lissandra,Miss Fortune,Alistar,Malphite,Olaf,Ekko,Jhin,Leona
4406,1,Pantheon,Graves,Anivia,Kai'Sa,Lulu,Lucian,Lillia,Malphite,Samira,Leona
4407,0,Kalista,Graves,Cassiopeia,Miss Fortune,Alistar,Aatrox,Lillia,Sett,Ezreal,Pantheon
4408,0,Shen,Nidalee,Talon,Aphelios,Braum,Akali,Hecarim,Lucian,Ezreal,Brand
4409,1,Gragas,Nidalee,Zed,Jhin,Thresh,Pantheon,Taliyah,Yone,Miss Fortune,Leona
4410,0,Camille,Lillia,Yone,Samira,Leona,Kennen,Olaf,Orianna,Aphelios,Alistar
4411,1,Camille,Olaf,Galio,Samira,Leona,Jax,Taliyah,Lucian,Kai'Sa,Pantheon
4412,0,Irelia,Nunu & Willump,Jayce,Samira,Alistar,Malphite,Graves,Akali,Kai'Sa,Galio
4413,0,Jayce,Pantheon,Orianna,Samira,Leona,Akali,Lee Sin,Galio,Aphelios,Braum
4414,0,Quinn,Hecarim,Zoe,Aphelios,Thresh,Heimerdinger,Lee Sin,Nunu & Willump,Kai'Sa,Blitzcrank
4415,0,Kennen,Nidalee,Qiyana,Kai'Sa,Alistar,Sylas,Olaf,Zoe,Lucian,Gragas
4416,0,Lulu,Hecarim,Akali,Jhin,Alistar,Sylas,Lillia,Qiyana,Aphelios,Thresh
4417,0,Akali,Taliyah,Yone,Vayne,Leona,Sett,Graves,Zoe,Kai'Sa,Alistar
4418,1,Jax,Jarvan IV,Anivia,Xayah,Thresh,Camille,Lee Sin,Zoe,Kai'Sa,Maokai
4419,0,Mordekaiser,Kayn,Zoe,Ezreal,Leona,Renekton,Rek'Sai,Viktor,Lucian,Yuumi
4420,0,Poppy,Kha'Zix,Syndra,Jhin,Rumble,Camille,Evelynn,Lucian,Kai'Sa,Sett
4421,0,Aatrox,Olaf,Orianna,Kai'Sa,Thresh,Gragas,Jarvan IV,Irelia,Ziggs,Veigar
4422,0,Jayce,Lillia,Sylas,Tristana,Taric,Pantheon,Taliyah,Jhin,Samira,Rakan
4423,0,Aatrox,Elise,Malphite,Ezreal,Leona,Renekton,Nidalee,Qiyana,Jhin,Maokai
4424,0,Irelia,Olaf,Zoe,Jhin,Rumble,Jayce,Ekko,Qiyana,Lucian,Sett
4425,0,Gragas,Olaf,Lucian,Miss Fortune,Thresh,Jayce,Graves,Syndra,Jhin,Galio
4426,0,Gragas,Ekko,Talon,Miss Fortune,Sett,Aatrox,Lillia,Renekton,Aphelios,Maokai
4427,0,Renekton,Taliyah,Irelia,Kai'Sa,Leona,Aatrox,Lillia,Yone,Miss Fortune,Alistar
4428,0,Gragas,Rek'Sai,Orianna,Kai'Sa,Alistar,Aatrox,Poppy,Zoe,Jhin,Galio
4429,0,Aatrox,Graves,Cassiopeia,Aphelios,Thresh,Sett,Lillia,Akali,Miss Fortune,Blitzcrank
4430,0,Wukong,Nidalee,Jayce,Vayne,Maokai,Lucian,Graves,Orianna,Kai'Sa,Alistar
4431,1,Aatrox,Rek'Sai,Viktor,Vayne,Braum,Gragas,Poppy,Akali,Aphelios,Thresh
4432,0,Malphite,Graves,Viktor,Lucian,Pantheon,Jayce,Hecarim,Ekko,Kai'Sa,Leona
4433,0,Jayce,Graves,Rumble,Kai'Sa,Nautilus,Camille,Kha'Zix,Galio,Jhin,Alistar
4434,0,Vladimir,Lee Sin,Lucian,Kai'Sa,Pantheon,Akali,Graves,Irelia,Jinx,Thresh
4435,0,Ornn,Olaf,Zoe,Jhin,Leona,Sion,Ekko,Pyke,Aphelios,Thresh
4436,1,Lulu,Gragas,Qiyana,Miss Fortune,Maokai,Pantheon,Lillia,Jayce,Ezreal,Ashe
4437,0,Gragas,Graves,Akali,Ezreal,Maokai,Jayce,Taliyah,Vladimir,Kai'Sa,Nautilus
4438,0,Kennen,Graves,Lucian,Kai'Sa,Gragas,Jayce,Kindred,Ryze,Aphelios,Thresh
4439,0,Ornn,Graves,Syndra,Jhin,Thresh,Lucian,Ekko,Aatrox,Kai'Sa,Leona
4440,0,Malphite,Lee Sin,Orianna,Jhin,Thresh,Kennen,Olaf,Sylas,Kai'Sa,Leona
4441,1,Ornn,Graves,Sylas,Samira,Galio,Aatrox,Kindred,Orianna,Kai'Sa,Alistar
4442,0,Sett,Taliyah,Twisted Fate,Kai'Sa,Shen,Gragas,Graves,Galio,Miss Fortune,Morgana
4443,1,Lulu,Lee Sin,LeBlanc,Jhin,Alistar,Lucian,Sylas,Yone,Kai'Sa,Zac
4444,0,Akali,Olaf,Galio,Ezreal,Maokai,Malphite,Elise,Qiyana,Kai'Sa,Yuumi
4445,0,Sion,Volibear,Akali,Lucian,Leona,Jayce,Elise,Talon,Miss Fortune,Thresh
4446,0,Aatrox,Lillia,Akali,Jhin,Shaco,Gangplank,Graves,Ryze,Lucian,Maokai
4447,0,Ornn,Nidalee,Jax,Miss Fortune,Maokai,Kayle,Graves,Anivia,Jhin,Sett
4448,1,Jayce,Olaf,Vladimir,Ezreal,Seraphine,Irelia,Kayn,Orianna,Miss Fortune,Taliyah
4449,0,Irelia,Kindred,Ryze,Senna,Alistar,Ornn,Lillia,Sett,Samira,Rell
4450,0,Renekton,Taliyah,Ekko,Kai'Sa,Alistar,Camille,Graves,Syndra,Xayah,Rakan
4451,0,Kennen,Sion,Viktor,Kai'Sa,Alistar,Poppy,Lee Sin,Akali,Lucian,Bard
4452,0,Aatrox,Taliyah,Lucian,Miss Fortune,Shaco,Camille,Nidalee,Zoe,Jhin,Maokai
4453,0,Kennen,Taliyah,Lucian,Aphelios,Rakan,Jax,Lee Sin,Cassiopeia,Kai'Sa,Leona
4454,0,Camille,Rek'Sai,Galio,Miss Fortune,Yuumi,Jax,Graves,Viktor,Jhin,Brand
4455,0,Camille,Evelynn,Lucian,Kai'Sa,Poppy,Fiora,Kayn,Galio,Ashe,Alistar
4456,0,Quinn,Lillia,Samira,Miss Fortune,Nautilus,Draven,Graves,Lucian,Heimerdinger,Pantheon
4457,0,Kennen,Graves,Neeko,Kai'Sa,Pantheon,Irelia,Nunu & Willump,Akali,Senna,Leona
4458,1,Irelia,Graves,Sylas,Miss Fortune,Alistar,Jayce,Ekko,Lucian,Ezreal,Leona
4459,0,Shen,Kindred,Azir,Miss Fortune,Ashe,Gangplank,Lee Sin,Viktor,Samira,Gragas
4460,0,Aatrox,Fiddlesticks,Lucian,Kai'Sa,Galio,Ornn,Graves,Orianna,Samira,Seraphine
4461,0,Renekton,Taliyah,Sett,Samira,Gragas,Lulu,Ivern,Lucian,Kai'Sa,Galio
4462,0,Gragas,Lee Sin,Zoe,Jhin,Rell,Camille,Taliyah,Galio,Miss Fortune,Maokai
4463,0,Fiora,Taliyah,Qiyana,Ezreal,Thresh,Gangplank,Graves,Akali,Jhin,Alistar
4464,0,Jayce,Kayn,Ekko,Ezreal,Yuumi,Irelia,Graves,Lucian,Aphelios,Sett
4465,0,Renekton,Shen,Sett,Jhin,Sylas,Wukong,Lillia,Alistar,Vayne,Jayce
4466,0,Camille,Olaf,Galio,Jhin,Shen,Zoe,Graves,Aatrox,Caitlyn,Sett
4467,1,Shen,Kindred,Zoe,Miss Fortune,Ashe,Gangplank,Graves,Orianna,Senna,Pyke
4468,0,Vayne,Graves,Syndra,Miss Fortune,Thresh,Ornn,Skarner,Lucian,Aphelios,Alistar
4469,0,Aatrox,Taliyah,Lucian,Kai'Sa,Rakan,Ornn,Graves,Akali,Vayne,Braum
4470,0,Sett,Taliyah,Irelia,Miss Fortune,Maokai,Camille,Lillia,Zoe,Jhin,Leona
4471,0,Lucian,Taliyah,Sett,Caitlyn,Thresh,Sion,Hecarim,Nunu & Willump,Jhin,Karma
4472,0,Gragas,Olaf,Ekko,Kai'Sa,Thresh,Jayce,Kha'Zix,Syndra,Ezreal,Braum
4473,0,Renekton,Nidalee,Vladimir,Senna,Pantheon,Samira,Kayn,Akali,Galio,Alistar
4474,0,Sylas,Graves,Twisted Fate,Ezreal,Leona,Malphite,Kha'Zix,Akali,Kai'Sa,Rakan
4475,0,Wukong,Rek'Sai,Vladimir,Lucian,Leona,Jax,Lillia,Viktor,Ezreal,Pantheon
4476,0,Aatrox,Graves,Qiyana,Syndra,Sett,Irelia,Taliyah,LeBlanc,Aphelios,Thresh
4477,0,Renekton,Taliyah,Irelia,Ezreal,Bard,Jayce,Graves,Zoe,Kai'Sa,Leona
4478,0,Ryze,Graves,Orianna,Kai'Sa,Leona,Akali,Olaf,Sylas,Xayah,Rakan
4479,0,Aatrox,Kindred,Akali,Ezreal,Thresh,Jayce,Graves,Pantheon,Kai'Sa,Alistar
4480,0,Jayce,Kayn,Akali,Kai'Sa,Yuumi,Vladimir,Hecarim,Orianna,Lucian,Thresh
4481,0,Galio,Lillia,Jayce,Jhin,Pantheon,Shen,Olaf,Ekko,Miss Fortune,Leona
4482,0,Aatrox,Lillia,Shen,Kai'Sa,Alistar,Rumble,Graves,Sylas,Samira,Thresh
4483,0,Camille,Lillia,Yone,Samira,Leona,Kennen,Olaf,Orianna,Aphelios,Alistar
4484,0,Kennen,Olaf,Anivia,Kai'Sa,Bard,Jayce,Kindred,Zoe,Jhin,Sett
4485,0,Lucian,Pantheon,Sylas,Miss Fortune,Galio,Gangplank,Nidalee,Zoe,Xayah,Rakan
4486,1,Aatrox,Taliyah,Irelia,Samira,Alistar,Lucian,Graves,Syndra,Aphelios,Maokai
4487,0,Sett,Graves,Viktor,Aphelios,Bard,Camille,Kayn,Galio,Ezreal,Yuumi
4488,0,Amumu,Kha'Zix,Akali,Miss Fortune,Rakan,Alistar,Kayn,Vladimir,Jhin,Senna
4489,0,Aatrox,Lillia,Sylas,Lucian,Pantheon,Malphite,Kha'Zix,Viktor,Miss Fortune,Shen
4490,0,Ornn,Olaf,Zoe,Jhin,Leona,Sion,Ekko,Pyke,Aphelios,Thresh
4491,0,Kennen,Lee Sin,Viktor,Kai'Sa,Alistar,Ryze,Lillia,Yone,Jhin,Bard
4492,0,Volibear,Lillia,Anivia,Miss Fortune,Alistar,Sett,Jarvan IV,Orianna,Kai'Sa,Pantheon
4493,1,Aatrox,Nunu & Willump,Lucian,Vayne,Thresh,Kennen,Graves,Orianna,Samira,Blitzcrank
4494,0,Kennen,Kha'Zix,Viktor,Lucian,Pantheon,Akali,Kayn,Lissandra,Kai'Sa,Leona
4495,0,Malphite,Hecarim,Kassadin,Kai'Sa,Alistar,Rumble,Lee Sin,Katarina,Jhin,Leona
4496,0,Camille,Hecarim,Twisted Fate,Jinx,Thresh,Fiora,Kindred,Sylas,Jhin,Sett
4497,0,Camille,Graves,Zoe,Ezreal,Gragas,Aatrox,Lillia,Pyke,Miss Fortune,Maokai
4498,0,Ryze,Lee Sin,Akali,Kai'Sa,Nautilus,Kennen,Kindred,Lucian,Miss Fortune,Alistar
4499,0,Gragas,Shaco,Zoe,Aphelios,Maokai,Sylas,Lillia,Kalista,Kai'Sa,Bard
4500,0,Ornn,Graves,Zoe,Tristana,Maokai,Aatrox,Lillia,Viktor,Jhin,Rakan
4501,0,Lucian,Olaf,Orianna,Kai'Sa,Nautilus,Malphite,Graves,Anivia,Vayne,Alistar
4502,0,Aatrox,Hecarim,Viktor,Samira,Galio,Volibear,Taliyah,Lucian,Kai'Sa,Alistar
4503,0,Malphite,Elise,Lucian,Miss Fortune,Alistar,Camille,Taliyah,Akali,Kai'Sa,Leona
